classification,system:index,Landcover_Class,B2,B3,B4,B5,B6,B7,B1
8,38281_0,8,84,221,122,2377,578,216,50
17,38282_0,17,227,355,454,868,1642,1385,179
12,38284_0,12,555,1031,1185,2640,3000,1859,341
12,38292_0,17,311,597,617,2385,2198,1421,230
5,38293_0,17,2699,3669,4226,5028,5884,4788,2232
12,38294_0,12,474,850,898,2403,2467,1449,330
12,38302_0,12,337,625,580,2109,2584,1706,248
8,38303_0,11,62,137,155,547,642,435,12
12,38304_0,12,536,839,958,2385,3280,2102,395
12,38306_0,17,565,831,1011,2511,2741,2101,464
12,38310_0,12,484,838,766,2888,2576,1457,386
11,38311_0,17,357,588,746,1794,2423,1950,251
3,38320_0,3,487,611,625,1695,1425,1004,428
8,38325_0,9,159,254,220,1277,838,434,126
17,38328_0,17,360,562,787,1404,2477,2145,308
3,38332_0,2,589,832,859,2434,1686,1058,509
17,38335_0,17,380,639,507,2575,1770,1070,351
12,38346_0,12,399,727,588,2653,2223,1240,337
4,38351_0,5,413,640,623,1497,1410,1046,281
0,38370_0,0,292,209,93,34,17,10,325
17,38372_0,2,358,628,565,2645,1790,1059,294
4,38374_0,4,562,732,791,1624,1185,906,508
0,38379_0,0,527,376,298,275,298,293,556
12,38381_0,12,384,648,423,2860,1871,1044,358
19,38387_0,2,221,287,235,647,425,292,221
17,38391_0,8,199,416,356,2354,1420,688,133
9,38404_0,8,168,306,235,1994,1056,462,131
0,38409_0,0,519,604,289,52,16,11,429
17,38420_0,17,398,795,677,4100,1888,1115,259
17,38422_0,3,1568,2218,2824,3699,4193,3358,1218
9,38431_0,9,178,347,328,2250,1108,563,105
4,38433_0,3,301,607,646,1654,1438,1069,215
12,38440_0,17,280,605,370,3887,1975,908,230
9,38449_0,11,246,374,225,3668,1367,532,259
4,38450_0,0,344,550,567,836,937,814,206
17,38452_0,17,599,816,1069,1684,2420,2227,512
9,38455_0,9,163,199,156,562,406,207,153
12,38462_0,12,480,804,879,2604,2972,1924,374
12,38464_0,12,420,742,895,2080,2607,1620,276
12,38468_0,12,579,1080,1188,3330,3254,1895,367
12,38474_0,3,680,921,1208,2355,3474,2462,553
11,38476_0,12,325,464,389,1357,1667,1088,300
0,38477_0,0,335,203,96,43,25,13,349
4,38488_0,11,1091,1448,1388,3597,2059,1232,1026
12,38498_0,12,426,710,674,2371,2882,1771,363
9,38500_0,9,211,328,240,1787,1064,499,196
17,38502_0,17,368,569,543,1867,1751,1184,320
12,38503_0,12,397,768,527,3429,2589,1359,349
11,38505_0,11,253,524,525,2135,1913,1143,158
0,38507_0,0,458,656,655,720,585,409,361
17,38511_0,17,515,741,944,1627,1940,1660,447
12,38515_0,12,691,992,1042,2542,2937,1824,565
12,38518_0,12,521,948,975,3027,3430,2227,401
12,38530_0,3,608,864,910,2138,2320,1531,486
3,38531_0,11,717,1019,1128,2666,2177,1393,527
17,38532_0,12,360,588,528,2521,1587,1000,266
12,38535_0,2,420,774,573,4362,2275,1151,362
2,38537_0,2,230,382,315,1669,954,538,206
17,38542_0,12,266,570,361,3404,1500,694,176
4,38550_0,4,797,1231,1382,1825,2046,1730,509
0,38554_0,0,486,587,326,58,22,10,412
11,38557_0,11,279,497,591,1768,2356,1584,175
12,38558_0,12,455,804,759,2605,2996,1889,331
11,38561_0,12,362,572,573,2033,2238,1321,274
0,38564_0,0,520,713,579,112,21,11,405
8,38565_0,9,164,221,169,1095,585,307,134
9,38567_0,8,96,229,217,1404,843,474,49
9,38568_0,3,138,233,164,1685,720,388,90
4,38569_0,4,834,1188,1255,2051,1552,1169,698
11,38576_0,11,363,675,778,2195,2581,1604,230
12,38584_0,12,452,687,548,2269,2415,1524,430
11,38592_0,11,164,286,340,1024,1211,823,103
0,38597_0,0,286,191,102,52,37,25,325
17,38599_0,3,422,686,605,2171,1736,1061,354
17,38612_0,2,511,776,962,1623,2173,1773,444
3,38615_0,4,392,597,555,1448,1230,907,245
11,38618_0,11,171,246,247,741,951,562,104
8,38619_0,8,111,297,227,3054,959,389,53
17,38621_0,17,431,534,595,1180,1722,1479,407
9,38625_0,8,214,391,284,3064,1378,627,182
17,38630_0,17,315,524,293,4741,1762,748,316
12,38631_0,12,379,615,458,2089,1953,1214,349
0,38634_0,0,451,433,214,69,28,19,425
17,38637_0,17,385,762,648,2869,1873,1144,335
17,38638_0,17,366,466,579,892,1212,1014,312
12,38645_0,12,439,711,619,2315,2252,1417,387
12,38647_0,12,444,806,579,3557,2513,1304,380
9,38648_0,11,142,248,228,1009,794,458,85
12,38649_0,11,502,713,682,2810,2826,1709,461
11,38659_0,12,394,692,703,2231,2674,1771,305
3,38661_0,3,501,717,578,2305,1712,1081,466
12,38667_0,12,567,887,1088,2126,2503,1724,424
12,38672_0,12,421,598,526,1773,2164,1487,396
8,38673_0,8,71,213,151,2229,856,346,31
11,38685_0,11,276,483,469,1746,1806,1070,179
17,38690_0,17,413,483,565,838,1716,1785,382
2,38693_0,3,265,463,504,1789,1088,768,229
12,38694_0,12,417,751,576,3447,2381,1275,371
9,38696_0,9,221,346,294,1484,1160,621,192
9,38698_0,8,203,340,320,2160,1457,760,146
12,38704_0,12,494,896,761,3363,2889,1654,414
11,38710_0,11,143,243,245,860,836,548,79
17,38711_0,17,248,611,311,3473,1486,684,227
12,38712_0,8,378,682,696,2326,2252,1442,283
17,38715_0,17,232,422,300,2158,1364,742,225
3,38717_0,3,384,623,678,1935,1578,1167,275
19,38719_0,4,440,597,729,1842,1806,1139,366
17,38724_0,17,538,650,759,1214,1947,1711,481
12,38726_0,11,390,604,727,1448,2300,1705,296
8,38742_0,9,123,177,108,793,388,188,107
17,38745_0,17,265,493,403,2356,1475,822,247
12,38748_0,17,525,825,772,2719,2861,1647,465
12,38749_0,2,407,758,601,3324,2312,1304,361
11,38770_0,12,292,494,495,1599,1887,1174,211
17,38773_0,12,221,410,341,1870,1396,778,167
12,38774_0,12,463,699,817,1798,2694,1855,334
12,38776_0,17,385,597,516,2413,2013,1207,354
17,38781_0,17,365,493,619,1001,1785,1487,282
8,38784_0,8,120,217,169,1850,664,260,98
0,38803_0,0,251,174,82,48,27,19,253
11,38804_0,12,389,675,689,2215,2799,1800,278
11,38828_0,11,218,357,255,1253,1023,624,200
0,38829_0,0,467,538,274,52,20,12,405
11,38843_0,11,276,472,579,1733,2255,1415,148
17,38848_0,17,508,898,842,2922,2241,1538,424
17,38852_0,17,314,480,525,1460,1727,1253,269
4,38858_0,4,639,777,874,1451,1317,1057,563
3,38863_0,3,272,515,418,2755,1302,730,218
8,38869_0,17,127,337,199,2558,783,360,66
12,38872_0,12,470,712,708,2376,2652,1803,330
2,38873_0,19,186,346,386,1380,992,618,102
9,38875_0,2,91,178,125,1040,602,292,51
4,38876_0,4,863,1065,1180,1731,1611,1312,750
0,38880_0,0,266,169,96,51,30,23,301
0,38881_0,0,282,202,84,56,38,26,241
4,38882_0,4,497,790,837,1774,1420,1104,330
17,38892_0,17,229,637,378,3112,1465,730,174
0,38899_0,0,215,178,84,45,26,19,220
4,38903_0,3,318,627,713,1857,1294,1010,217
0,38904_0,0,488,514,244,55,27,12,435
17,38912_0,17,509,756,842,2150,2112,1567,425
12,38919_0,12,360,774,687,3382,3118,1782,268
9,38924_0,9,71,203,202,1110,702,409,6
12,38927_0,12,664,1079,1167,3154,3376,2095,500
8,38935_0,8,126,213,137,1569,518,226,101
17,38936_0,17,486,718,902,1301,1944,1777,425
9,38939_0,9,99,171,123,1091,498,234,85
17,38944_0,2,361,539,496,2424,1784,1003,312
4,38948_0,4,651,874,960,1642,1234,989,594
8,38949_0,8,135,170,119,897,431,198,119
9,38954_0,11,190,376,351,2311,1710,932,115
2,38959_0,9,211,347,354,1269,922,555,142
17,38962_0,17,401,622,642,2584,1892,1292,262
4,38971_0,19,554,741,945,1663,1787,1101,453
17,38973_0,12,421,773,537,3737,2019,1078,379
9,38991_0,9,145,317,320,1102,925,545,90
0,39001_0,0,244,212,89,45,32,21,242
4,39005_0,4,425,611,673,1320,1313,1055,293
2,39011_0,2,185,308,252,1313,692,388,155
17,39014_0,17,440,610,706,1695,1841,1443,391
19,39018_0,19,419,509,526,1242,1096,742,370
8,39022_0,8,74,178,112,1980,505,197,25
8,39023_0,9,99,165,107,1285,482,214,90
3,39026_0,3,422,645,664,1995,1258,803,368
12,39029_0,12,496,836,643,3135,2924,1766,445
8,39038_0,8,39,96,60,714,264,114,29
17,39042_0,17,481,645,794,1204,1692,1421,411
17,39043_0,11,437,667,594,1743,1834,1135,389
17,39048_0,17,540,690,833,1316,2769,2286,467
0,39049_0,0,245,198,81,43,24,16,251
4,39051_0,3,740,889,975,1271,1436,1190,650
17,39052_0,17,549,870,1026,2207,2427,1788,435
5,39061_0,5,1496,1881,2069,2435,2434,1518,1331
0,39062_0,0,540,740,651,135,20,13,428
2,39064_0,17,323,438,411,2205,1477,788,320
19,39067_0,19,273,353,361,435,244,172,261
17,39070_0,19,757,885,972,1959,2173,1625,671
11,39074_0,8,228,223,193,649,639,383,218
17,39078_0,17,332,411,512,879,1575,1301,295
0,39082_0,0,248,191,91,56,34,21,259
0,39087_0,0,301,216,89,42,17,10,329
3,39092_0,2,547,696,664,1623,1464,1030,455
2,39093_0,2,140,492,462,1868,1245,800,33
11,39095_0,11,262,498,409,1670,1758,1129,212
12,39107_0,12,455,819,679,2931,2433,1379,374
4,39108_0,4,489,720,757,1444,1164,911,411
9,39109_0,9,70,220,143,1791,800,335,40
0,39115_0,0,216,169,84,50,32,27,223
11,39128_0,11,242,453,542,1512,1802,1197,147
11,39131_0,9,224,462,422,1792,1428,832,144
17,39134_0,16,311,589,515,2925,1619,1015,209
12,39150_0,12,436,793,747,2661,2455,1499,367
0,39158_0,0,347,754,838,212,27,18,314
9,39160_0,11,16,127,111,1029,570,336,-35
8,39163_0,8,81,204,133,2513,809,314,32
17,39166_0,16,488,686,912,1617,2812,2476,414
12,39168_0,12,440,746,771,2275,2416,1510,331
11,39175_0,17,297,401,576,1737,2902,1809,228
17,39177_0,17,379,603,468,2526,1903,1156,349
17,39178_0,17,209,412,311,2761,1040,553,165
17,39179_0,17,1061,1559,1971,2776,3099,2634,835
4,39184_0,4,505,733,747,1804,1324,961,420
9,39187_0,9,206,405,365,2251,1643,896,123
2,39207_0,17,189,334,274,2095,994,520,151
11,39210_0,9,94,127,92,272,195,121,90
17,39215_0,16,855,1217,1413,2236,3050,2399,733
9,39219_0,4,201,293,188,1314,737,390,180
12,39222_0,11,589,938,923,3536,3180,1827,481
9,39229_0,11,227,349,291,1940,1182,613,186
17,39231_0,3,459,652,625,2408,2060,1180,391
12,39243_0,12,282,615,406,2747,1897,992,222
11,39244_0,9,184,357,362,1400,1089,654,122
17,39248_0,19,280,422,322,2414,1291,637,245
0,39253_0,0,225,197,77,34,30,14,230
17,39257_0,17,572,916,1064,2420,2458,1889,502
17,39264_0,17,493,806,782,2205,2018,1479,413
9,39267_0,9,100,198,184,751,577,313,54
11,39271_0,12,199,417,496,1203,1187,728,86
17,39289_0,17,312,499,474,1671,1538,961,264
4,39297_0,3,314,513,669,1432,1007,775,271
11,39300_0,3,498,661,666,2389,2549,1500,451
12,39301_0,12,380,702,534,3436,2351,1209,319
11,39303_0,17,344,589,644,1999,2211,1455,284
17,39311_0,3,565,741,820,1593,2051,1551,513
4,39314_0,4,985,1311,1598,1960,2262,1972,735
4,39323_0,11,340,488,440,1326,1023,739,241
12,39325_0,12,401,754,622,2909,2756,1688,325
17,39326_0,16,415,625,564,2572,1636,1001,361
5,39330_0,5,956,1244,1355,1675,1644,1395,781
11,39336_0,12,415,672,751,2004,2381,1690,307
17,39340_0,17,479,704,921,1446,3086,2979,379
17,39341_0,17,346,517,399,2970,1972,1112,310
11,39342_0,11,253,500,561,1856,1895,1081,137
11,39343_0,17,300,476,494,1793,1944,1080,272
2,39348_0,2,222,401,312,1930,1012,577,188
12,39355_0,17,402,580,676,1572,2049,1422,328
2,39358_0,4,516,878,1011,1993,1912,1454,389
4,39363_0,4,442,764,792,1455,1380,1133,341
4,39364_0,2,429,672,622,1664,1480,1065,372
5,39369_0,17,498,650,689,1032,958,751,463
12,39371_0,12,459,778,881,2208,2672,1665,296
17,39374_0,19,313,373,472,929,1946,1408,264
0,39377_0,0,426,462,204,44,18,10,352
3,39381_0,17,625,879,786,2798,1486,893,536
4,39394_0,4,358,644,804,1459,1221,1051,192
8,39398_0,8,106,213,136,2279,680,258,74
2,39402_0,17,187,365,380,2163,1031,681,113
3,39403_0,4,349,445,449,1584,876,570,309
8,39407_0,8,91,239,141,3645,770,270,45
12,39412_0,17,553,815,943,1902,2578,1737,455
0,39419_0,0,219,164,86,52,36,22,246
9,39422_0,11,154,347,310,2049,1723,874,71
11,39423_0,12,224,574,443,3202,1955,1016,149
0,39430_0,0,509,653,417,73,28,10,405
17,39443_0,17,377,533,542,1896,1653,1019,336
9,39444_0,8,105,218,193,1652,930,476,65
0,39449_0,0,274,275,194,134,74,52,272
8,39453_0,8,27,61,43,159,128,75,-1
8,39455_0,8,54,122,78,1220,299,131,30
17,39456_0,12,311,500,474,1381,1589,1042,263
11,39458_0,2,308,427,472,1007,1469,1089,244
9,39463_0,9,74,163,122,1036,606,300,65
17,39465_0,17,551,682,755,1409,2136,1897,504
17,39469_0,17,429,564,602,1476,1851,1417,391
17,39471_0,12,557,829,937,2167,2714,2094,490
17,39472_0,9,281,516,505,1886,1509,872,177
8,39473_0,8,100,343,230,3986,1433,582,34
12,39482_0,12,367,657,480,2849,2070,1119,324
0,39483_0,0,454,458,190,46,18,9,409
12,39484_0,12,580,942,992,2775,2998,1782,441
12,39494_0,12,536,913,1046,2495,2695,1768,361
12,39495_0,12,464,692,710,1844,2099,1312,377
9,39496_0,2,70,178,132,1269,609,283,34
12,39503_0,11,582,876,973,2444,3858,2498,492
12,39507_0,17,336,648,477,2497,1672,986,303
12,39509_0,12,388,827,532,3866,2541,1338,322
9,39511_0,2,157,341,314,1122,935,578,75
17,39512_0,17,299,418,433,1275,1466,1049,270
11,39513_0,11,376,623,740,1975,2822,1859,269
4,39521_0,3,401,640,628,1782,1361,970,302
19,39525_0,17,406,536,626,1474,1532,1166,343
11,39526_0,11,181,361,409,1555,1529,928,96
8,39544_0,8,124,306,196,3070,902,335,85
17,39564_0,17,507,628,693,1304,1960,1784,478
11,39571_0,9,365,517,529,2069,2094,1201,291
12,39577_0,2,308,631,453,2637,1862,1033,272
3,39579_0,3,373,571,546,1697,1055,690,303
8,39580_0,8,126,230,146,2107,846,365,105
4,39582_0,12,503,763,772,2069,1563,1085,462
0,39584_0,0,580,756,649,128,20,10,464
17,39591_0,17,245,425,339,2163,1454,722,219
12,39593_0,19,402,680,408,3677,2022,1006,393
8,39594_0,8,39,139,82,1157,388,163,6
11,39603_0,12,323,505,545,1260,1384,883,237
12,39610_0,17,994,1453,1758,2738,3312,3007,803
12,39613_0,12,817,1373,1727,3448,4507,2790,538
4,39621_0,4,537,831,879,1565,1381,1125,346
4,39628_0,3,558,765,831,1965,1662,1159,445
9,39630_0,9,125,240,207,1050,620,362,70
0,39632_0,0,298,188,100,49,33,24,339
11,39635_0,11,146,172,120,278,201,118,144
17,39643_0,8,289,486,513,2237,1700,1016,233
0,39646_0,0,574,742,625,124,18,17,451
0,39648_0,0,583,753,672,137,16,12,479
3,39662_0,3,505,784,807,1388,1683,1304,387
17,39671_0,12,481,736,775,1877,1998,1261,366
12,39674_0,12,364,756,547,3088,2423,1320,302
17,39677_0,17,346,430,492,766,1264,1030,325
11,39679_0,11,158,313,326,1664,1485,895,72
8,39682_0,11,129,264,178,1811,821,361,87
8,39684_0,2,135,237,154,1411,590,288,112
17,39686_0,17,291,442,363,2366,1438,774,271
0,39692_0,0,366,226,94,43,21,19,369
12,39693_0,12,398,733,758,2075,2025,1199,275
9,39697_0,9,17,106,105,598,443,271,-28
12,39701_0,12,558,862,821,2493,2676,1617,486
12,39703_0,12,597,938,1063,2462,2818,1873,504
9,39707_0,9,182,270,194,1605,782,372,154
12,39710_0,12,501,792,706,2558,2925,1852,428
9,39715_0,9,64,176,131,1561,730,329,24
0,39718_0,0,434,475,210,47,16,7,358
4,39724_0,17,418,656,748,1275,1478,1072,287
12,39728_0,11,496,652,665,1623,2166,1487,427
9,39734_0,9,98,158,143,794,432,271,82
8,39736_0,8,103,227,158,2688,731,292,55
4,39737_0,4,532,901,1096,2157,1712,1433,473
12,39739_0,12,459,783,725,3622,2768,1578,380
12,39748_0,12,405,707,571,2358,2101,1279,338
9,39750_0,18,223,364,364,1699,1230,693,178
4,39753_0,4,483,745,839,1561,1393,1073,394
12,39758_0,12,321,600,346,2554,1726,978,307
17,39771_0,17,328,524,531,1956,1759,1210,289
17,39776_0,12,396,720,647,2503,1966,1226,294
17,39794_0,11,514,696,721,1580,2333,1639,435
5,39796_0,5,1755,1869,1915,1997,2157,1781,1450
11,39805_0,12,468,620,665,1900,2984,1766,398
17,39808_0,3,340,554,573,2451,1403,997,261
17,39812_0,2,424,582,548,2447,1600,994,358
4,39815_0,0,718,825,767,863,1514,1218,701
8,39821_0,8,101,217,158,1906,644,269,50
11,39825_0,9,251,506,495,2940,2231,1298,170
17,39827_0,9,316,492,397,2837,1762,875,279
5,39830_0,5,958,993,1012,1177,1275,1117,860
2,39832_0,11,191,369,326,2006,1037,544,139
17,39834_0,2,308,528,395,2236,1543,879,270
5,39835_0,5,1264,1830,2094,2254,2425,2314,1004
12,39842_0,12,363,858,412,4691,2034,958,321
0,39845_0,0,1550,2963,3737,1317,36,25,1379
12,39848_0,2,295,589,403,4012,1809,832,212
17,39850_0,17,418,533,574,1510,1808,1330,379
12,39852_0,12,216,363,397,925,1021,637,163
12,39853_0,12,424,628,648,1746,2591,1668,361
9,39862_0,9,199,367,319,2208,1425,780,150
17,39864_0,17,375,694,564,2389,1769,1154,289
12,39865_0,12,375,782,706,3228,2163,1176,264
12,39868_0,12,347,674,452,3258,2020,1041,316
11,39872_0,19,271,470,542,1643,1846,1217,176
17,39874_0,9,194,481,448,3128,1568,774,112
12,39880_0,12,467,795,897,2398,3099,2132,350
4,39894_0,4,906,1308,1319,2793,2495,1999,730
8,39897_0,8,161,200,133,1081,586,262,163
17,39899_0,12,322,451,323,3234,1361,701,297
12,39908_0,12,440,771,724,2640,2525,1377,325
0,39909_0,0,499,587,370,75,34,31,417
0,39916_0,0,342,261,91,43,13,15,309
12,39924_0,17,316,742,452,4289,2407,1234,288
5,39933_0,5,564,776,729,1025,916,780,441
4,39935_0,3,744,1009,1107,1673,1373,1130,593
19,39937_0,19,417,548,704,1654,2348,1456,361
9,39939_0,8,121,222,175,1113,637,330,84
9,39941_0,9,157,338,266,2522,1421,700,103
17,39955_0,2,680,965,1155,2073,2241,1827,581
0,39956_0,0,319,198,93,54,32,25,355
0,39968_0,0,502,442,156,41,20,15,412
0,39976_0,0,562,707,531,84,13,14,465
17,39984_0,17,904,1203,1451,2057,2504,2200,687
17,39988_0,9,250,502,408,2876,1674,818,205
5,39991_0,5,1436,1591,1640,1614,2768,2284,1343
11,39994_0,12,338,517,429,1645,1769,1111,297
11,40001_0,11,361,665,728,2447,2494,1519,240
8,40002_0,8,96,141,103,928,298,126,76
0,40003_0,0,477,537,279,56,20,13,401
8,40006_0,9,87,115,66,752,326,129,63
12,40008_0,11,468,695,713,1957,2510,1668,390
17,40014_0,12,418,610,612,1634,1838,1244,343
0,40021_0,0,690,749,486,268,156,90,617
0,40024_0,0,490,573,305,52,18,12,401
8,40026_0,8,80,163,118,1603,424,168,52
0,40030_0,0,244,156,76,49,32,16,263
0,40042_0,0,276,182,94,43,30,15,325
8,40045_0,11,183,290,239,1486,856,494,139
17,40052_0,17,520,705,810,1365,1813,1493,463
12,40057_0,12,335,650,542,2563,2437,1464,270
4,40059_0,4,910,1162,1180,1603,1571,1256,814
0,40066_0,0,508,579,319,53,14,7,431
9,40068_0,8,95,172,108,1222,597,269,59
12,40072_0,12,475,806,658,3011,3194,1998,427
4,40079_0,4,951,1037,1180,1951,1476,1158,792
12,40084_0,17,395,763,683,2694,1819,1142,297
8,40086_0,8,131,149,72,823,274,119,122
11,40088_0,11,198,337,322,1486,1431,839,136
11,40095_0,11,260,451,362,1366,1448,919,225
17,40096_0,17,399,547,574,1696,1926,1333,344
4,40100_0,4,530,647,717,1648,1305,982,473
4,40101_0,3,719,1044,1196,1994,1968,1526,596
17,40105_0,17,472,539,635,1207,2069,1637,429
12,40107_0,9,623,1106,1180,2726,3149,2066,354
8,40108_0,9,57,79,56,351,229,117,41
17,40109_0,17,552,879,965,2672,2243,1583,455
12,40112_0,12,554,980,1094,3479,3394,1889,425
12,40115_0,11,398,726,571,3291,2652,1443,317
4,40125_0,4,407,672,774,1488,1410,1166,268
11,40131_0,17,220,313,271,1316,881,541,209
12,40132_0,11,440,704,698,2187,2809,1882,360
12,40135_0,12,542,897,835,2686,3026,1989,458
0,40136_0,0,649,815,768,216,20,13,562
8,40138_0,8,64,207,145,2047,610,238,29
12,40140_0,11,503,735,660,2850,2820,1648,451
9,40144_0,9,57,163,155,987,588,336,6
17,40151_0,17,440,682,659,2163,1993,1314,416
17,40152_0,11,631,857,983,1842,2933,2048,539
9,40153_0,9,71,161,152,696,528,300,45
12,40161_0,12,348,620,601,2267,2348,1388,274
9,40173_0,8,167,288,225,2045,1000,452,143
9,40174_0,11,172,255,256,1339,1006,512,117
17,40176_0,17,330,488,523,2081,1850,1077,277
11,40183_0,11,326,603,706,1561,1978,1197,138
17,40191_0,17,451,486,518,710,1300,1352,435
4,40201_0,5,469,514,630,1341,996,741,285
0,40202_0,0,235,265,168,106,77,63,233
0,40207_0,0,213,169,83,60,39,24,229
11,40210_0,11,360,595,665,1551,2497,1706,254
9,40224_0,8,102,164,136,1065,481,212,68
12,40228_0,12,504,880,669,3306,2962,1712,474
17,40232_0,3,420,607,808,1227,2220,2047,317
8,40236_0,8,57,116,81,1024,381,161,21
8,40238_0,8,117,281,181,2444,850,348,78
2,40247_0,9,183,326,285,1675,1038,507,147
12,40251_0,12,476,810,723,2563,2450,1468,364
17,40259_0,17,277,328,362,511,1101,1022,253
8,40264_0,8,88,212,153,2382,673,282,34
17,40266_0,7,303,567,414,2893,1702,851,297
5,40269_0,5,2031,2339,2507,2926,2716,2347,1816
0,40272_0,0,434,612,481,111,36,17,344
17,40277_0,17,345,476,564,885,1412,1135,305
11,40281_0,11,204,425,488,1245,1379,831,91
0,40282_0,0,255,187,88,55,34,25,271
2,40292_0,17,262,384,360,2024,1051,615,249
9,40302_0,9,203,385,431,1301,1011,581,118
0,40303_0,0,375,249,141,76,71,54,421
5,40307_0,3,2089,2952,3145,3602,3016,1989,1870
12,40310_0,2,374,668,683,2289,2390,1518,308
17,40311_0,17,334,401,449,677,1484,1481,282
17,40316_0,17,423,633,606,2059,2046,1635,371
17,40322_0,17,425,496,527,1075,1640,1485,402
11,40327_0,9,288,423,413,1596,1498,871,194
0,40345_0,0,426,290,111,46,18,10,419
8,40352_0,8,72,165,116,1394,509,206,43
12,40353_0,16,463,770,706,2387,2510,1546,399
11,40368_0,12,349,544,575,1754,2204,1495,275
12,40369_0,12,577,971,1046,2742,3466,2233,437
11,40370_0,11,91,204,211,889,905,568,45
9,40375_0,8,78,109,73,639,289,121,60
4,40386_0,4,644,836,887,1007,1209,1076,601
12,40400_0,12,386,798,869,2165,2101,1219,209
12,40403_0,12,450,794,1021,2306,3121,2043,302
12,40414_0,12,515,942,1307,2615,3956,2514,313
17,40418_0,11,310,547,277,4053,1685,727,291
3,40420_0,2,415,583,567,1758,1120,860,312
9,40422_0,11,161,310,235,1116,999,651,115
17,40425_0,17,387,651,651,3389,1981,1143,319
12,40426_0,12,439,727,574,2866,2996,1766,401
0,40434_0,19,292,421,405,148,61,45,279
12,40435_0,12,386,717,754,1944,1696,998,227
11,40453_0,11,321,542,539,1904,2143,1330,222
17,40456_0,5,1073,1611,1924,2437,3042,2759,740
2,40458_0,8,185,339,321,1862,1163,643,122
12,40463_0,12,415,782,689,2439,2498,1552,317
17,40464_0,12,266,559,257,3206,1439,664,256
0,40466_0,0,364,283,109,41,17,9,381
9,40477_0,9,75,226,176,1747,902,429,10
3,40481_0,3,377,497,431,1644,978,623,325
17,40484_0,4,911,1249,1345,2112,2572,2283,663
11,40485_0,11,302,561,781,1935,2467,1726,224
12,40487_0,12,472,798,785,2685,3237,2082,364
12,40488_0,11,523,748,739,2452,3137,1889,451
9,40489_0,19,260,365,320,748,796,516,200
0,40492_0,0,436,485,218,62,32,23,365
3,40499_0,4,507,610,593,1429,945,726,444
8,40500_0,8,84,222,177,2220,828,332,41
12,40505_0,11,434,817,1001,2654,2872,1739,245
0,40508_0,0,455,448,189,48,18,13,432
17,40510_0,17,391,553,698,1235,3037,2896,338
0,40511_0,0,432,532,293,48,15,12,352
11,40513_0,2,212,440,422,1873,1733,1222,154
11,40514_0,8,193,392,462,1031,1427,924,97
4,40522_0,4,539,832,906,1405,1459,1300,364
8,40527_0,12,207,342,160,1371,833,388,212
2,40528_0,4,188,462,416,2034,1418,855,133
4,40548_0,3,585,790,784,1739,1411,1052,517
17,40549_0,17,312,443,454,1325,1348,892,286
8,40562_0,8,131,293,189,2126,817,369,86
0,40589_0,0,453,576,376,66,19,13,357
4,40592_0,4,350,645,610,2577,1509,961,262
12,40595_0,12,390,586,502,2538,2412,1372,350
8,40602_0,8,55,116,82,897,336,142,21
8,40604_0,8,104,205,139,2085,530,220,65
0,40605_0,0,293,488,469,815,786,487,233
0,40611_0,0,449,333,126,45,24,15,441
12,40617_0,12,243,538,364,2364,1731,979,167
9,40622_0,8,134,219,222,764,772,490,69
8,40629_0,9,60,122,93,784,337,158,31
8,40631_0,8,71,178,123,1215,501,228,39
9,40636_0,9,313,402,375,1465,1381,814,252
4,40642_0,4,585,678,694,1513,1218,911,539
0,40649_0,0,660,855,902,489,24,9,560
4,40655_0,4,726,1052,1211,1996,1502,1045,654
0,40656_0,0,562,756,682,143,18,10,445
8,40658_0,2,80,174,123,1577,444,183,52
11,40661_0,12,352,669,717,2026,2169,1342,231
17,40663_0,8,310,524,416,3133,1743,898,236
12,40675_0,12,357,697,521,2927,2105,1143,275
11,40676_0,11,463,712,615,2708,2905,1685,427
0,40680_0,19,274,340,319,869,679,398,264
12,40688_0,12,354,604,633,1913,2442,1635,280
17,40702_0,11,350,538,556,1342,1688,1104,284
8,40705_0,11,247,308,245,882,683,371,245
4,40707_0,5,640,829,968,1401,1273,1060,544
11,40715_0,12,198,332,323,1487,1435,836,161
4,40724_0,4,539,741,737,1574,1282,980,448
3,40727_0,2,207,527,477,1841,1358,871,109
12,40730_0,12,574,909,1051,2408,2840,1797,431
0,40745_0,0,495,559,329,73,28,18,395
12,40751_0,12,328,565,527,1734,2173,1432,258
0,40755_0,0,470,580,625,748,359,194,407
9,40762_0,9,57,98,94,336,290,174,14
4,40765_0,4,463,721,818,1535,1279,978,375
12,40766_0,11,378,669,599,2255,2506,1577,304
11,40767_0,11,329,554,605,1652,2305,1514,237
12,40769_0,12,446,722,541,2572,2427,1433,398
9,40771_0,9,177,365,350,2304,1578,869,109
12,40772_0,11,477,746,603,2445,2418,1486,431
11,40777_0,11,291,439,472,1213,1892,1359,227
12,40780_0,4,452,743,853,1586,1669,1383,333
9,40783_0,9,319,524,568,2154,2106,1297,258
4,40801_0,4,983,1092,1174,1634,1491,1244,866
11,40804_0,11,285,491,570,1679,2178,1427,219
17,40806_0,17,275,473,447,1972,1790,1003,245
11,40808_0,12,329,490,366,1646,1730,1122,319
11,40810_0,11,241,491,561,1584,1853,1204,152
8,40812_0,9,154,283,207,2015,1032,469,105
17,40833_0,17,689,1082,1417,2138,3282,2735,559
0,40834_0,0,208,144,73,41,26,18,223
